tmdb_id,title,release_date,runtime_minutes,original_language,budget_usd,worldwide_revenue_usd,popularity,vote_average,vote_count,genres,production_countries,production_companies,production_company_ids,collection_id,collection_name,director,cast_top10,cast_ids_top10,release_year,profitable,release_month,release_season,primary_genre,genre_count,country_count,company_count,is_franchise,is_summer_release,is_holiday_release,cast_size_top10,log_budget_usd,budget_category,roi_simple,director_previous_movie_count,director_previous_avg_revenue,director_previous_success_rate,director_previous_avg_rating,director_previous_max_revenue,franchise_previous_movie_count,franchise_previous_avg_revenue,franchise_previous_success_rate,franchise_previous_avg_rating,franchise_previous_last_revenue,franchise_previous_max_revenue,franchise_previous_median_revenue,franchise_previous_latest_success,is_sequel,cast_previous_movie_count,cast_previous_avg_revenue,cast_previous_max_revenue,cast_previous_success_rate,cast_previous_avg_rating,production_company_previous_movie_count,production_company_previous_avg_revenue,production_company_previous_max_revenue,production_company_previous_success_rate,director_id,director_ids
72559,G.I. Joe: Retaliation,2013-03-27,110.0,en,130000000.0,371900000.0,11.1278,5.665,5864,Action; Science Fiction; Adventure; Thriller,CA; US,Paramount Pictures; Hasbro; di Bonaventura Pictures; Saints LA; Metro-Goldwyn-Mayer; Skydance Media,4; 2598; 435; 19719; 21; 82819,135468.0,G.I. Joe (Live-Action) Collection,Jon M. Chu,Dwayne Johnson; Bruce Willis; Jonathan Pryce; Adrianne Palicki; Ray Park; Ray Stevenson; Élodie Yung; Lee Byung-hun; D.J. Cotrona; Luke Bracey,18918; 62; 378; 88995; 11007; 56614; 78147; 25002; 51976; 972356,2013,1.0,3,Spring,Action,4,2,6,1,0,0,10,18.683045016112164,Very high,1.8607692307692307,2.0,129164318.0,1.0,6.0,159291809.0,0.0,,,,,,,,0,10.0,82220300.73750001,449326618.0,0.8523809523809524,6.572699999999999,24.0,318309229.72291666,1123794079.0,0.9791666666666666,54507.0,54507
72570,The Vow,2012-02-05,104.0,en,30000000.0,196114570.0,8.4651,7.226,4312,Drama; Romance,US,Spyglass Entertainment; Screen Gems; Birnbaum/Barber Productions,158; 3287; 58262,,,Michael Sucsy,Rachel McAdams; Channing Tatum; Sam Neill; Scott Speedman; Jessica Lange; Tatiana Maslany; Lucas Bryant; Kristina Pesic; Dillon Casey; Wendy Crewson,53714; 38673; 4783; 100; 4431; 61134; 213315; 88930; 1235237; 19957,2012,1.0,2,Winter,Drama,2,1,3,0,0,0,10,17.216707972959764,High,5.537152333333333,0.0,,,,,0.0,,,,,,,,0,4.0,68148890.0,334615000.0,0.6875,6.443937499999999,11.0,122504996.58333331,300228084.0,0.8560606060606061,566328.0,566328
72571,Paranormal Activity 3,2011-10-19,83.0,en,5000000.0,207039844.0,8.2208,5.924,2427,Horror; Mystery,US,Paramount Pictures; Blumhouse Productions; Solana Films; Room 101,4; 3172; 21223; 6302,41437.0,Paranormal Activity Collection,Ariel Schulman,Katie Featherston; Sprague Grayden; Lauren Bittner; Christopher Nicholas Smith; Chloe Csengery; Jessica Tyler Brown; Marilyn Alex; Dustin Ingram; Jessica Berger; Maria Olsen,90596; 118243; 176748; 579064; 995457; 995458; 995459; 206112; 155037; 142402,2011,1.0,10,Fall,Horror,2,1,4,1,0,0,10,15.424948670398354,Low,40.4079688,1.0,3045943.0,1.0,6.813,3045943.0,1.0,177512032.0,1.0,5.803,177512032.0,177512032.0,177512032.0,1.0,1,1.0,177512032.0,177512032.0,1.0,5.803,12.0,193975780.3541667,1123794079.0,1.0,142276.0,142276; 142272
72710,The Host,2013-03-22,126.0,en,44000000.0,63300000.0,7.0786,6.293,4122,Action; Adventure; Science Fiction,CH; US,Open Road Films; Nick Wechsler Productions; Silver Reel; Chockstone Pictures,10427; 8073; 12075; 13649,,,Andrew Niccol,Saoirse Ronan; Diane Kruger; Max Irons; Jake Abel; William Hurt; Frances Fisher; Chandler Canterbury; Boyd Holbrook; Stephen Rider; Alex Russell,36592; 9824; 232396; 105727; 227; 3713; 77334; 467645; 936403; 558466,2013,1.0,3,Spring,Action,3,2,4,0,0,0,10,17.599700214609808,High,0.4386363636363636,1.0,173900000.0,1.0,6.97,173900000.0,0.0,,,,,,,,0,3.0,96197046.72222222,321669741.0,0.6875,6.413277777777777,3.0,29698997.333333336,79781695.0,0.6666666666666666,8685.0,8685
72784,The Loft,2014-10-14,103.0,en,14000000.0,10100000.0,10.2828,6.408,1604,Thriller,US; BE,Open Road Films; Anonymous Content,10427; 10039,,,Erik Van Looy,Karl Urban; James Marsden; Wentworth Miller; Eric Stonestreet; Matthias Schoenaerts; Isabel Lucas; Rachael Taylor; Rhona Mitra; Valerie Cruz; Kali Rocha,1372; 11006; 3972; 156962; 73381; 103554; 19538; 25702; 43232; 149665,2014,0.0,10,Fall,Thriller,1,2,2,0,0,0,10,16.454567959008102,Mid,-0.2785714285714286,0.0,,,,,0.0,,,,,,,,0,9.0,108803982.60813493,467381584.0,0.8819444444444444,6.23826488095238,8.0,47008612.0625,286168572.0,0.4375,82418.0,82418
72976,Lincoln,2012-11-09,150.0,en,65000000.0,275300000.0,12.2988,6.843,4133,History; Drama,US; IN,DreamWorks Pictures; Reliance Entertainment; Participant; Amblin Entertainment; The Kennedy/Marshall Company; Dune Entertainment; 20th Century Fox,7; 7294; 6735; 56; 862; 444; 25,,,Steven Spielberg,Daniel Day-Lewis; Sally Field; David Strathairn; Joseph Gordon-Levitt; James Spader; Hal Holbrook; Tommy Lee Jones; John Hawkes; Jackie Earle Haley; Bruce McGill,11856; 35; 11064; 24045; 13548; 11066; 2176; 16861; 17183; 14888,2012,1.0,11,Fall,History,2,2,7,0,0,1,10,17.989897843244528,Very high,3.2353846153846155,2.0,275789415.0,1.0,7.116,373993951.0,0.0,,,,,,,,0,6.0,229935372.84375,1081041287.0,0.8645833333333333,6.6886875,34.0,169895463.3953643,654213485.0,0.8873036487322201,488.0,488
73245,Bleach the Movie: Hell Verse,2010-12-04,94.0,ja,,8749681.0,4.7242,7.588,210,Action; Animation; Fantasy; Adventure,JP,Shueisha; Pierrot; TV Tokyo; dentsu; Aniplex; TOHO; Bandai; Sony Interactive Entertainment,2918; 3234; 3034; 1778; 2883; 882; 155586; 302839,23497.0,Bleach Collection,Noriyuki Abe,Masakazu Morita; Fumiko Orikasa; Noriaki Sugiyama; Hiroki Yasumoto; Yuki Matsuoka; Ryotaro Okiayu; Kentaro Ito; Masaaki Tsukada; Kazuya Nakai; Toru Furuya,78402; 23988; 82056; 216448; 70099; 89878; 81363; 126701; 84507; 40327,2010,,12,Winter,Action,4,1,8,1,0,1,10,,,,0.0,,,,,0.0,,,,,,,,0,2.0,5087694.5,7701498.0,1.0,7.386,6.0,26106091.327777777,149660003.0,0.8333333333333333,90048.0,90048
73499,The Double (2011),2011-10-27,98.0,en,17000000.0,4729855.0,4.6455,5.834,733,Action; Drama; Crime,US,Industry Entertainment Partners; Image Nation Abu Dhabi; Agent Two; Hyde Park Entertainment; Brandt/Haas Productions,376; 6736; 46353; 1172; 46352,,,Michael Brandt,Richard Gere; Topher Grace; Martin Sheen; Tamer Hassan; Stephen Moyer; Christopher Rodriguez Marquette; Odette Annable; Stana Katic; Yuriy Sardarov; Jeffrey Pierce,1205; 17052; 8349; 39660; 32203; 59238; 51992; 34408; 150672; 82821,2011,0.0,10,Fall,Action,3,1,5,0,0,0,10,16.648723960844016,Mid,-0.7217732352941176,0.0,,,,,0.0,,,,,,,,0,3.0,55351402.7,216528528.0,0.9166666666666666,6.2251,7.0,25319872.0,137551594.0,0.3571428571428571,7865.0,7865
73532,Le Havre,2011-09-08,94.0,fr,3850000.0,4230854.0,5.4737,7.007,492,Drama; Comedy,FI; FR; DE,Pyramide Productions; Sputnik; Pandora Film; ARTE France Cinéma; ZDF/Arte,186; 706; 140; 94; 11237,,,Aki Kaurismäki,André Wilms; Kati Outinen; Jean-Pierre Darroussin; Blondin Miguel; Elina Salo; Evelyne Didi; Quoc Dung Nguyen; François Monnié; Roberto Piazza; Pierre Étaix,20853; 5999; 28463; 569369; 53507; 49756; 569370; 1902571; 2401036; 548816,2011,1.0,9,Fall,Drama,2,3,5,0,0,0,10,15.163583966004191,Low,0.0989231168831168,0.0,,,,,0.0,,,,,,,,0,0.0,,,,,3.0,8958392.0,15946321.0,1.0,16767.0,16767
73567,Killer Joe,2012-06-07,102.0,en,10000000.0,4633668.0,5.3042,6.528,1619,Crime; Thriller; Drama,US,ANA Media; Worldview Entertainment; Voltage Pictures; Picture Perfect Corporation,21817; 9015; 6626; 27993,,,William Friedkin,Matthew McConaughey; Emile Hirsch; Juno Temple; Thomas Haden Church; Gina Gershon; Marc Macaulay; Gralen Bryant Banks; Carol Sutton; Danny Epper; Jeff Galpin,10297; 46593; 36594; 19159; 11150; 6908; 557804; 60877; 574380; 550473,2012,0.0,6,Summer,Crime,3,1,4,0,1,0,10,16.118095750958314,Mid,-0.5366332,0.0,,,,,0.0,,,,,,,,0,3.0,54218166.388888896,132274484.0,0.9,5.957888888888889,4.0,1887588.25,5224938.0,0.5,15175.0,15175
73624,The Man from the Future,2011-09-02,106.0,pt,,5799606.0,1.7375,7.222,392,Comedy; Fantasy; Science Fiction; Romance,BR,Globo Filmes; Conspiração Filmes; TeleImage,13969; 2429; 7765,,,Cláudio Torres,Wagner Moura; Alinne Moraes; Maria Luísa Mendonça; Fernando Ceylão; Gabriel Braga Nunes; Daniel Uemura; José Steimberg; Malu Rodrigues; Fernando Gomes; Gregório Duvivier,52583; 569891; 55029; 569892; 322458; 2195958; 1511190; 1568140; 1769256; 114482,2011,,9,Fall,Comedy,4,1,3,0,0,0,10,,,,0.0,,,,,0.0,,,,,,,,0,1.0,63027681.0,63027681.0,,7.851,1.0,63027681.0,63027681.0,,135754.0,135754
73723,The Lorax,2012-03-01,86.0,en,70000000.0,349305397.0,15.0707,6.535,3969,Animation; Family,US; JP,Illumination; dentsu,6704; 1778,,,Chris Renaud,Danny DeVito; Ed Helms; Zac Efron; Rob Riggle; Taylor Swift; Jenny Slate; Betty White; Nasim Pedrad; Joel Swetow; Michael Beattie,518; 27105; 29222; 71403; 212208; 213001; 71727; 476163; 156136; 73476,2012,1.0,3,Spring,Animation,2,2,2,0,0,0,10,18.064005814299342,Very high,3.9900771,0.0,,,,,0.0,,,,,,,,0,2.0,151314604.08333334,586764305.0,0.8333333333333334,6.084916666666666,7.0,204881031.4642857,543284256.0,0.875,124748.0,124748
73873,Albert Nobbs,2011-12-21,113.0,en,8000000.0,5634828.0,4.0574,6.3,532,Drama,US; FR; IE; GB,Mockingbird Pictures; Trillium Productions; Parallel Film Productions; Chrysalis Films; Allen & Associates; WestEnd Films,1092; 13774; 128279; 8717; 168267; 20782,,,Rodrigo García,Glenn Close; Mia Wasikowska; Aaron Taylor-Johnson; Janet McTeer; Pauline Collins; Brenda Fricker; Jonathan Rhys Meyers; Brendan Gleeson; Maria Doyle Kennedy; Antonia Campbell-Hughes,515; 76070; 27428; 47627; 83437; 18345; 1244; 2039; 33394; 17022,2011,0.0,12,Winter,Drama,1,4,6,0,0,1,10,15.894952224644102,Low,-0.2956465,0.0,,,,,0.0,,,,,,,,0,4.0,84016233.29166667,1025467110.0,0.625,6.319041666666667,1.0,12037973.0,12037973.0,,77162.0,77162
73937,The Big Year,2011-10-13,102.0,en,41000000.0,8200000.0,6.8036,5.998,911,Comedy,US; GB,Ingenious Media; Fox 2000 Pictures; Deuce Three Productions; Sunswept Entertainment; Dune Entertainment; 20th Century Fox; Red Hour,290; 711; 812; 5219; 444; 25; 2932,,,David Frankel,Steve Martin; Jack Black; Owen Wilson; Brian Dennehy; Anjelica Huston; Rashida Jones; Rosamund Pike; Dianne Wiest; JoBeth Williams; Anthony Anderson,67773; 70851; 887; 6197; 5657; 80591; 10882; 1902; 10080; 18471,2011,0.0,10,Fall,Comedy,1,2,7,0,0,0,10,17.529082649058825,High,-0.8,0.0,,,,,0.0,,,,,,,,0,6.0,130606809.14583331,665692281.0,0.8541666666666667,6.455104166666667,23.0,181094947.0240036,698491347.0,0.90625,5065.0,5065
74308,Detachment,2011-04-24,98.0,en,3000000.0,3742697.0,8.7344,7.622,2073,Drama,US,Paper Street Films; Kingsgate Films; Appian Way,7372; 770; 562,,,Tony Kaye,Adrien Brody; Marcia Gay Harden; James Caan; Christina Hendricks; Lucy Liu; Blythe Danner; Tim Blake Nelson; William L. Petersen; Bryan Cranston; Sami Gayle,3490; 4726; 3085; 110014; 140; 10401; 1462; 52267; 17419; 506085,2011,1.0,4,Spring,Drama,1,1,3,0,0,0,10,14.914123179965662,Low,0.2475656666666666,0.0,,,,,0.0,,,,,,,,0,2.0,77643784.3,310650585.0,0.6,6.574199999999999,2.0,191983178.5,294804195.0,1.0,814.0,814
74387,Goon,2012-01-06,92.0,en,12000000.0,6985158.0,4.008,6.428,1059,Comedy; Drama,CA; US,Inferno Pictures; Don Carmody Productions; Caramel Films; No Trace Camping; DragonCove Studios; Myriad Pictures; Taurus Film,83549; 4253; 6623; 35846; 128280; 738; 20555,476961.0,Goon Collection,Michael Dowse,Seann William Scott; Marc-André Grondin; Alison Pill; Jay Baruchel; Liev Schreiber; Eugene Levy; Kim Coates; Nicholas Campbell; Richard Clarkin; Jonathan Cherry,57599; 71507; 17486; 449; 23626; 26510; 8335; 14902; 201074; 51937,2012,0.0,1,Winter,Comedy,2,2,7,1,0,0,10,16.300417291085605,Mid,-0.4179035,1.0,6900000.0,0.0,5.967,6900000.0,0.0,,,,,,,,0,3.0,163387345.2,495141736.0,0.7,6.460766666666667,1.0,625.0,625.0,0.0,71280.0,71280
74465,We Bought a Zoo,2011-11-26,124.0,en,50000000.0,120081841.0,7.5962,6.838,3005,Drama; Comedy; Family,US,Dune Entertainment; Estrella Media; Vinyl Films; 20th Century Fox,444; 8518; 485; 25,,,Cameron Crowe,Matt Damon; Scarlett Johansson; Thomas Haden Church; Colin Ford; Maggie Elizabeth Jones; Angus Macfadyen; Elle Fanning; Patrick Fugit; John Michael Higgins; Carla Gallo,1892; 1245; 19159; 74539; 1046348; 2464; 18050; 11663; 8265; 54708,2011,1.0,11,Fall,Drama,3,1,4,0,0,1,10,17.72753358339242,High,1.40163682,0.0,,,,,0.0,,,,,,,,0,6.0,226971940.7,623933331.0,0.9,6.4146,24.0,150643182.28921568,481800873.0,0.9194373401534528,11649.0,11649
74513,Special Forces,2011-11-02,109.0,fr,10000000.0,3424648.0,5.3532,6.724,646,Action; Drama; War,FR,Sofica Manon; Easy Company; StudioCanal; TPS Star; A Plus Image 2; Canal+,24455; 24457; 694; 6586; 24458; 104,,,Stéphane Rybojad,Diane Kruger; Djimon Hounsou; Benoît Magimel; Denis Ménochet; Raphaël Personnaz; Alain Figlarz; Alain Alivon; Mehdi Nebbou; Raz Degan; Tchéky Karyo,9824; 938; 5442; 81125; 147041; 238393; 1006842; 43436; 135142; 10698,2011,0.0,11,Fall,Action,3,1,6,0,0,1,10,16.118095750958314,Mid,-0.6575352,0.0,,,,,0.0,,,,,,,,0,1.0,64405955.666666664,130786397.0,1.0,6.959333333333333,12.0,42289610.538888894,278731369.0,0.6527777777777778,572045.0,572045
74534,The Best Exotic Marigold Hotel,2012-02-23,124.0,en,10000000.0,150501815.0,7.8248,6.953,1491,Drama; Comedy,GB; US; AE,Fox Searchlight Pictures; Participant; Image Nation Abu Dhabi; Blueprint Pictures; Dune Entertainment; Ingenious Media; Big Screen Productions; Ingenious Film Partners,43; 6735; 6736; 2376; 444; 290; 10893; 133789,306937.0,Best Exotic Marigold Hotel Collection,John Madden,Bill Nighy; Maggie Smith; Tom Wilkinson; Judi Dench; Dev Patel; Penelope Wilton; Celia Imrie; Ronald Pickup; Tina Desai; Lillete Dubey,2440; 10978; 207; 5309; 76788; 1249; 9139; 32556; 1447782; 6498,2012,1.0,2,Winter,Drama,2,3,8,1,0,0,10,16.118095750958314,Mid,14.0501815,1.0,45636368.0,1.0,6.548,45636368.0,0.0,,,,,,,,0,5.0,200013853.33333337,954305868.0,0.8666666666666667,6.1599,28.0,120867890.64054231,481800873.0,0.8239858906525573,18844.0,18844
74643,The Artist,2011-10-12,100.0,fr,15000000.0,133432856.0,8.941,7.436,3602,Drama; Comedy; Romance,BE; FR,uFilm; La Petite Reine; Studio 37; La Classe américaine; JD Prod; France 3 Cinéma; Jouror Productions,8676; 1992; 2577; 50630; 71510; 591; 12391,,,Michel Hazanavicius,Jean Dujardin; Bérénice Bejo; John Goodman; James Cromwell; Penelope Ann Miller; Missi Pyle; Beth Grant; Ed Lauter; Joel Murray; Elizabeth Tulloch,56024; 82923; 1230; 2505; 14698; 1294; 5151; 21523; 155649; 74577,2011,1.0,10,Fall,Drama,3,2,7,0,0,0,10,16.52356082573315,Mid,7.895523733333333,0.0,,,,,0.0,,,,,,,,0,1.0,28565242.25,60300000.0,0.5,7.13575,5.0,13611248.45,41424067.0,0.4333333333333333,67717.0,67717
74725,Kill List,2011-09-02,95.0,en,500000.0,450275.0,6.8995,6.188,909,Horror; Thriller; Crime,GB; AU; SE,Warp X; Rook Films; Film4 Productions; UK Film Council; Protagonist Pictures; NonStop Entertainment; Madman Entertainment,17817; 16853; 6705; 2452; 20277; 93480; 21592,,,Ben Wheatley,Neil Maskell; MyAnna Buring; Harry Simpson; Michael Smiley; Struan Rodger; Emma Fryer; Esme Folley; Ben Crompton; Gemma Lise Thornton; Robin Hill,30433; 57578; 524107; 17078; 137927; 207636; 524111; 72315; 573319; 137469,2011,0.0,9,Fall,Horror,3,3,7,0,0,0,10,13.122365377402328,Low,-0.09945,0.0,,,,,0.0,,,,,,,,0,0.0,,,,,9.0,32235519.736111116,414211549.0,0.5873015873015873,137467.0,137467
74777,Absentia,2011-03-03,91.0,en,70000.0,8555.0,3.5509,5.828,399,Horror; Mystery,US,FallBack Plan Productions; Blue Dot Pictures,24563; 24562,,,Mike Flanagan,Katie Parker; Courtney Bell; Morgan Peter Brown; Dave Levine; Justin Gordon; Doug Jones; Connie Ventress; Ian Gregory; Erin Cipolletti; Damon Pfaff,551462; 572407; 583456; 551461; 583457; 17005; 1395234; 1395235; 1513992; 1632441,2011,0.0,3,Spring,Horror,2,1,2,0,0,0,10,11.156264806643742,Low,-0.8777857142857143,0.0,,,,,0.0,,,,,,,,0,0.0,,,,,0.0,,,,551463.0,551463
74879,Once Upon a Time in Anatolia,2011-09-23,163.0,tr,,138730.0,3.003,7.474,559,Drama; Crime,BA; TR,1000 Volt; Zeyno Film; 2006 Produkcija,75040; 27100; 75039,,,Nuri Bilge Ceylan,Muhammet Uzuner; Yılmaz Erdoğan; Taner Birsel; Ahmet Mümtaz Taylan; Fırat Tanış; Ercan Kesal; Erol Eraslan; Burhan Yıldız; Murat Kılıç; Şafak Karali,459443; 99314; 46065; 230759; 564271; 87224; 1001772; 3498408; 1001777; 1001778,2011,,9,Fall,Drama,2,2,3,0,0,0,10,,,,0.0,,,,,0.0,,,,,,,,0,0.0,,,,,0.0,,,,56214.0,56214
74944,War of the Buttons (2011) [TMDB 74944],2011-09-14,109.0,fr,,12000000.0,1.3941,6.0,442,Family; Adventure,FR,TF1 Droits Audiovisuels; Les Films du Gorak; Coficup,8350; 8351; 8352,,,Yann Samuell,Éric Elmosnino; Mathilde Seigner; Fred Testot; Alain Chabat; Vincent Bres; Salomé Lemire; Théo Bertrand; Tristan Vichard; Tom Rivoire; Louis Lefèbvre,24465; 48577; 84100; 4275; 1517896; 1517897; 1517898; 1517899; 1517904; 1517905,2011,,9,Fall,Family,2,1,3,0,0,0,10,,,,0.0,,,,,0.0,,,,,,,,0,0.0,,,,,1.0,10227639.0,17511906.0,0.5,55379.0,55379
74945,War of the Buttons (2011) [TMDB 74945],2011-09-21,100.0,fr,,15000000.0,2.442,5.955,478,Adventure; Family,FR,La Petite Reine,1992,,,Christophe Barratier,Jean Texier; Clément Godefroy; Théophile Baquet; Louis Dussol; Harold Werner; Nathan Parent; Ilona Bachelier; Thomas Goldberg; Laetitia Casta; Guillaume Canet,930788; 930789; 1460152; 85166; 1963846; 1953760; 1177472; 1719835; 119499; 19866,2011,,9,Fall,Adventure,2,1,1,0,0,0,10,,,,0.0,,,,,0.0,,,,,,,,0,1.0,7644937.0,7644937.0,1.0,6.147,0.0,,,,43993.0,43993
74997,The Human Centipede 2 (Full Sequence),2011-10-06,91.0,en,,170323.0,14.6748,4.758,1484,Drama; Horror; Crime,NL,Six Entertainment; IFC Midnight,5652; 70784,96671.0,The Human Centipede Collection,Tom Six,Laurence R. Harvey; Ashlynn Yennie; Dominic Borrelli; Georgia Goodrick; Maddi Black; Kandace Caine; Lucas Hansen; Lee Nicholas Harris; Dan Burman; Daniel Jude Gennis,573773; 121575; 1236882; 560872; 1080026; 1080027; 1080028; 578690; 1080029; 1080030,2011,,10,Fall,Drama,3,1,2,1,0,0,10,,,,0.0,,,,,0.0,,,,,,,,0,0.0,,,,,1.0,1185012.0,1185012.0,0.0,118639.0,118639
74998,Seeking Justice,2011-09-02,105.0,en,17000000.0,14089528.0,5.2099,5.937,1126,Action; Drama; Thriller,US,Endgame Entertainment; Maguire Entertainment; Aura Film Partnership; Fierce Entertainment; Material Pictures; Ram Bergman Productions,1205; 2236; 12137; 12138; 12139; 11092,,,Roger Donaldson,Nicolas Cage; January Jones; Guy Pearce; Harold Perrineau; Jennifer Carpenter; Xander Berkeley; Irone Singleton; David Jensen; Joe Chrest; Donna DuPlantier,2963; 31717; 529; 6195; 53828; 3982; 1040864; 60875; 141762; 230995,2011,0.0,9,Fall,Action,3,1,6,0,0,0,10,16.648723960844016,Mid,-0.1712042352941176,0.0,,,,,0.0,,,,,,,,0,4.0,103544407.52777778,414211549.0,0.8833333333333332,6.662111111111112,1.0,129706.0,129706.0,0.0,21370.0,21370
75174,The Grey,2012-01-26,117.0,en,25000000.0,79781695.0,9.899,6.578,4229,Action; Adventure; Thriller,GB; US,Open Road Films; Scott Free Productions; 1984 Private Defense Contractors; Inferno Distribution; Chambara Pictures; LD Entertainment,10427; 1645; 8532; 11278; 12234; 8533,,,Joe Carnahan,Liam Neeson; Dermot Mulroney; Frank Grillo; Dallas Roberts; Nonso Anozie; James Badge Dale; Anne Openshaw; Jonathan James Bitonti; Ben Hernandez Bray; Peter Girges,3896; 20212; 81685; 424; 43547; 18473; 55569; 574093; 59674; 935295,2012,1.0,1,Winter,Action,3,2,6,0,0,0,10,17.034386422832473,High,2.1912678,1.0,177238796.0,1.0,6.418,177238796.0,0.0,,,,,,,,0,5.0,86398439.04666665,493214993.0,0.4266666666666666,6.30694,1.0,64780874.5,177238796.0,0.5,40223.0,40223
75198,Welcome Aboard,2011-10-05,95.0,fr,12000000.0,9927260.0,1.7101,5.5,546,Comedy,FR,Same Player; Pathé; Appaloosa Films; M6 Films,4696; 7981; 22689; 1115,,,Eric Lavaine,Franck Dubosc; Valérie Lemercier; Gérard Darmon; Luisa Ranieri; Lionnel Astier; Elisa Servier; Philippe Lellouche; Jean-Michel Lahmi; Joniece Jamison; Guilaine Londez,24893; 62531; 47337; 119172; 145231; 236625; 574130; 51111; 1871181; 22307,2011,0.0,10,Fall,Comedy,1,1,4,0,0,0,10,16.300417291085605,Mid,-0.1727283333333333,0.0,,,,,0.0,,,,,,,,0,3.0,38292308.33333333,82148538.0,1.0,6.526999999999999,6.0,32631311.25,93800000.0,0.6333333333333333,121588.0,121588
75233,"Oslo, August 31st",2011-08-31,95.0,no,,1481665.0,4.5667,7.484,529,Drama,NO,Motlys; Don't Look Now,2783; 49936,,,Joachim Trier,Anders Danielsen Lie; Malin Crépin; Hans Olav Brenner; Ingrid Olava; Tone Beate Mostraum; Øystein Røger; Aksel Thanke; Kjærsti Odden Skjeldal; Renate Reinsve; Anders Borchgrevink,71610; 931611; 574243; 574245; 563065; 1668754; 1668753; 116388; 1576786; 1440761,2011,,8,Summer,Drama,1,1,2,0,1,0,10,,,,0.0,,,,,0.0,,,,,,,,0,0.0,,,,,0.0,,,,71609.0,71609
75612,Oblivion,2013-04-10,124.0,en,120000000.0,286168572.0,16.5406,6.692,11782,Action; Science Fiction; Adventure; Mystery,US; GB; JP; IS,Universal Pictures; Relativity Media; Monolith Pictures; Chernin Entertainment; Radical Studios; Anonymous Content,33; 7295; 19647; 7076; 19648; 10039,,,Joseph Kosinski,Tom Cruise; Morgan Freeman; Olga Kurylenko; Andrea Riseborough; Nikolaj Coster-Waldau; Melissa Leo; Zoë Bell; Abigail Lowe; Isabelle Lowe; Booch O'Connell,500; 192; 18182; 127558; 12795; 6832; 20494; 1171690; 1171689; 1171691,2013,1.0,4,Spring,Action,4,4,6,0,0,0,10,18.603002309079653,Very high,1.3847381,1.0,409912892.0,1.0,6.547,409912892.0,0.0,,,,,,,,0,6.0,128957422.11388887,1081041287.0,0.625,6.6008555555555555,51.0,146993552.3329832,626100000.0,0.6912003825920613,86270.0,86270
75622,Rampart,2011-11-23,108.0,en,12000000.0,972512.0,4.6414,5.496,417,Crime; Drama,US; IE,Lightstream Pictures; Waypoint Entertainment; Amalgam Features; The Third Mind Pictures,22841; 22842; 22844; 286598,,,Oren Moverman,Woody Harrelson; Robin Wright; Sigourney Weaver; Ned Beatty; Ben Foster; Ice Cube; Anne Heche; Cynthia Nixon; Brie Larson; Steve Buscemi,57755; 32; 10205; 13726; 11107; 9778; 8256; 38024; 60073; 884,2011,0.0,11,Fall,Crime,2,2,4,0,0,1,10,16.300417291085605,Mid,-0.9189573333333332,0.0,,,,,0.0,,,,,,,,0,3.0,110301809.33333331,1067316101.0,0.7083333333333333,6.194648148148149,0.0,,,,34110.0,34110
75624,Naruto Shippuden the Movie: Blood Prison,2011-07-30,108.0,ja,,9065101.0,5.363,7.246,711,Thriller; Animation; Action; Comedy; Horror; Mystery,JP,Aniplex; Densetsu; Pierrot; Bandai; Shueisha; TV Tokyo,2883; 7884; 3234; 155586; 2918; 3034,23616.0,Naruto Collection,Masahiko Murata,Junko Takeuchi; Mie Sonozaki; Masaki Terasoma; Chie Nakamura; Rikiya Koyama; Kazuhiko Inoue; Yuichi Nakamura; Kengo Kawanishi; Kosei Hirota; Masako Katsuki,82055; 210350; 219659; 82057; 237076; 89968; 1221114; 1324472; 2640119; 115792,2011,,7,Summer,Thriller,6,1,6,1,1,0,10,,,,1.0,16537336.0,,7.155,16537336.0,1.0,16537336.0,,7.155,16537336.0,16537336.0,16537336.0,,1,2.0,19821240.875,42808575.0,,7.144375,3.0,12247201.266666666,28550000.0,,116065.0,116065
75629,Evangelion: 3.0 You Can (Not) Redo,2012-11-17,96.0,ja,13000000.0,67282623.0,3.664,7.199,962,Animation; Science Fiction; Action; Drama,JP,khara,4145,210303.0,Rebuild of Evangelion Collection,Hideaki Anno,Megumi Ogata; Yuko Miyamura; Akira Ishida; Megumi Hayashibara; Maaya Sakamoto; Kotono Mitsuishi; Yuriko Yamaguchi; Fumihiko Tachiki; Motomu Kiyokawa; Mariya Ise,77927; 83768; 81244; 40325; 9711; 77931; 77933; 77934; 215919; 1250465,2012,1.0,11,Fall,Animation,4,1,1,1,0,1,10,16.380459992348886,Mid,4.175586384615385,0.0,,,,,0.0,,,,,,,,0,4.0,42747547.25,55262158.0,,7.1579999999999995,0.0,,,,77921.0,77921; 77923; 56341; 77926
